identifiant_de_l_etablissement;nom_etablissement;type_etablissement;statut_public_prive;adresse_1;adresse_2;adresse_3;code_postal;code_commune;nom_commune;code_departement;code_academie;code_region;ecole_maternelle;ecole_elementaire;voie_generale;voie_technologique;voie_professionnelle;telephone;fax;web;mail;restauration;hebergement;ulis;apprentissage;segpa;section_arts;section_cinema;section_theatre;section_sport;section_internationale;section_europeenne;lycee_agricole;lycee_militaire;lycee_des_metiers;post_bac;appartenance_education_prioritaire;greta;siren_siret;fiche_onisep;position;type_contrat_prive;libelle_departement;libelle_academie;libelle_region;coordx_origine;coordy_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;code_type_contrat_prive;pial;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0621915V;Ecole maternelle RPI 122;Ecole;Public;4 rue de la Mairie;;62130 LA THIEULOYE;62130;62813;La Thieuloye;062;09;32;1;0;;;;0321415730;;;ce.0621915V@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620813200029;;50.41480232532871, 2.4353797974691878;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;659812.0;7035392.4;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Pol sur Ternoise;50.41480232532871;2.4353797974691878;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062122;101;ECOLE MATERNELLE;99;0622790W;;;0620253N;;;09110;ARTOIS TERNOIS
0621920A;Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) de PENIN;Ecole;Public;1  RUE D'ARRAS;;62127 PENIN;62127;62651;Penin;062;09;32;1;1;;;;0321484325;;;ce.0621920A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620651600025;;50.32790246780445, 2.4847301990709694;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;663261.4;7025689.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 4;50.32790246780445;2.4847301990709694;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062015;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0620026S;;;0622932A;;;09110;ARTOIS TERNOIS
0621921B;Ecole maternelle des Hauts de Scarpe RPI 14;Ecole;Public;32 bis rue des Ecoles;;62690 SAVY BERLETTE;62690;62785;Savy-Berlette;062;09;32;1;0;;;;0321739396;;;ce.0621921B@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620785200023;;50.35193233390848, 2.5612955723771638;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;668735.3;7028332.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 4;50.35193233390848;2.5612955723771638;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062014;101;ECOLE MATERNELLE;99;0620026S;;;0622932A;;;09110;ARTOIS TERNOIS
0621923D;Ecole élémentaire RPI 27;Ecole;Public;1 RUE D'IZEL;;62690 TILLOY LES HERMAVILLE;62690;62816;Tilloy-lès-Hermaville;062;09;32;0;1;;;;0321597822;;;ce.0621923D@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620816500029;;50.3275651490382, 2.555410252222359;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;668300.6;7025620.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 4;50.3275651490382;2.555410252222359;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062027;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0620026S;;;0622932A;;;09110;ARTOIS TERNOIS
0621955N;Ecole élémentaire RPI 34;Ecole;Public;Rue de Bonnières;;62390 VILLERS L HOPITAL;62390;62859;Villers-l'Hôpital;062;09;32;0;1;;;;0321411612;;;ce.0621955N@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620859500027;;50.22815038692324, 2.2135205480453197;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;643814.1;7014739.2;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Pol sur Ternoise;50.22815038692324;2.2135205480453197;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062034;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622261W;;;0620253N;;;09110;ARTOIS TERNOIS
0621977M;Ecole élémentaire RPI 21;Ecole;Public;1 RUE DE L'ECOLE;;62140 CAUMONT;62140;62219;Caumont;062;09;32;0;1;;;;0321817830;;;ce.0621977M@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620219200029;;50.28937716569363, 2.029509497501755;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;630752.8;7021703.8;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Pol sur Ternoise;50.28937716569363;2.029509497501755;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062021;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622261W;;;0620253N;;;09110;ARTOIS TERNOIS
0622026R;Ecole élémentaire RPI 33;Ecole;Public;6 route d'Oeuf;;62130 BEAUVOIS;62130;62101;Beauvois;062;09;32;0;1;;;;0321479946;;;ce.0622026r@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620101200020;;50.37387420090018, 2.231317989542865;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;645243.5;7030956.2;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Pol sur Ternoise;50.37387420090018;2.231317989542865;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062033;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622790W;;;0620253N;;;09110;ARTOIS TERNOIS
0622035A;Ecole élémentaire RPI 4;Ecole;Public;55 rue Principale;;62270 FLERS;62270;62337;Flers;062;09;32;0;1;;;;0321033579;;;ce.0622035A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620337200026;;50.3222270275888, 2.2548605306228677;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;646866.2;7025187.7;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Pol sur Ternoise;50.3222270275888;2.2548605306228677;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062004;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622261W;;;0620253N;;;09110;ARTOIS TERNOIS
0622043J;Ecole élémentaire Vallée de la Ternoise RPI 87;Ecole;Public;5 place de la Mairie;;62130 HERNICOURT;62130;62442;Hernicourt;062;09;32;0;1;;;;0321048606;;;ce.0622043J@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620442000022;;50.407962996358506, 2.3049794569994546;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;650524.0;7034704.6;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Pol sur Ternoise;50.407962996358506;2.3049794569994546;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062087;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622790W;;;0620253N;;;09110;ARTOIS TERNOIS
0622241Z;Ecole maternelle du Centre;Ecole;Public;Rue Emile Zola;;62330 ISBERGUES;62330;62473;Isbergues;062;09;32;1;0;;;;0321021422;;;ce.0622241Z@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620473500080;;50.62444893311427, 2.4534100696901744;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;661257.0;7058739.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Isbergues;50.62444893311427;2.4534100696901744;Numéro de rue;1967-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0622094P;;;0623999K;;;09113;AUDOMAROIS CALAISIS
0622256R;Ecole primaire du Chemin Vert La Gerbe;Ecole;Public;3 rue du Val Sainte Aldegonde;SAINT-MARTIN-AU-LAERT;62500 ST MARTIN LEZ TATINGHEM;62500;62757;Saint-Martin-lez-Tatinghem;062;09;32;1;1;;;;0321384693;;;ce.0622256R@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;20005960800048;;50.747711309011315, 2.2421706308078164;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;646416.3;7072599.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Omer 2;50.747711309011315;2.2421706308078164;Numéro de rue;1968-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0620165T;;;0620252M;;;09113;AUDOMAROIS CALAISIS
0622279R;Ecole maternelle Charles Perrault;Ecole;Public;Rue du Maréchal Leclerc;;62000 DAINVILLE;62000;62263;Dainville;062;09;32;1;0;;;;0321234004;;;ce.0622279R@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620263000044;;50.282048230589645, 2.7232696284026896;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;680251.2;7020496.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 4;50.282048230589645;2.7232696284026896;Numéro de rue;1969-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0620014D;;;0622932A;;;09110;ARTOIS TERNOIS
0622297K;Ecole élémentaire Raoul François;Ecole;Public;11 rue Raoul François;;62000 ARRAS;62000;62041;Arras;062;09;32;0;1;;;;0321599795;;;ce.0622297K@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620041000530;;50.28199383403315, 2.793530193113272;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;685265.3;7020475.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 1;50.28199383403315;2.793530193113272;Numéro de rue;1969-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0623310L;;ANNEXE GEOGRAPHIQUE;0620231P;;;09110;ARTOIS TERNOIS
0622334A;Ecole maternelle RPI 35;Ecole;Public;3 rue de Verdun;;62121 COURCELLES LE COMTE;62121;62248;Courcelles-le-Comte;062;09;32;1;0;;;;0321593414;;;ce.0622334A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620248100026;;50.163424360791616, 2.7737701692446044;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;683817.3;7007274.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 2;50.163424360791616;2.7737701692446044;Numéro de rue;1971-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;062035;101;ECOLE MATERNELLE;99;0620031X;;;0620232R;;;09110;ARTOIS TERNOIS
0622405C;Ecole maternelle Fabre d'Eglantine;Ecole;Public;1  RUE FABRE D'EGLANTINE;;62200 BOULOGNE SUR MER;62200;62160;Boulogne-sur-Mer;062;09;32;1;0;;;;0321809038;;;ce.0622405C@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21620160800223;;50.738069042859834, 1.6063600835349288;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;601444.8;7072137.0;EPSG:2154;Circonscription d'inspection du 1er degré de Boulogne sur Mer 1;50.738069042859834;1.6063600835349288;Numéro de rue;1969-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0620055Y;;;0620240Z;;;09114;BOULOGNE MONTREUIL
0622449A;Ecole primaire Jean Haniquaut;Ecole;Public;Place Réné Varlet;;62217 BEAURAINS;62217;62099;Beaurains;062;09;32;1;1;;;;0321713480;;;ce.0622449A@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620099800047;;50.264591603592045, 2.7804003199057687;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;684322.9;7018539.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 2;50.264591603592045;2.7804003199057687;Numéro de rue;1970-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622863A;;;0620232R;;;09110;ARTOIS TERNOIS
0622452D;Ecole primaire Le Chat Botté;Ecole;Public;Avenue Moitier;;62870 CAMPAGNE LES HESDIN;62870;62204;Campagne-lès-Hesdin;062;09;32;1;1;;;;0321814069;;;ce.0622452D@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620204400022;;50.3972546907583, 1.8792896410059996;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;620205.4;7033860.3;EPSG:2154;Circonscription d'inspection du 1er degré de Hesdin;50.3972546907583;1.8792896410059996;Numéro de rue;1970-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0620099W;;;0622933B;;;09114;BOULOGNE MONTREUIL
0622468W;Ecole primaire Dolto - Kergomard;Ecole;Public;79 rue d'Aire;;62570 HELFAUT;62570;62423;Helfaut;062;09;32;1;1;;;;0361510432;;;ce.0622468W@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620423000025;;50.697008250309686, 2.2433296308342245;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;646444.1;7066947.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Omer 1;50.697008250309686;2.2433296308342245;Numéro de rue;1970-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622874M;;;0620251L;;;09113;AUDOMAROIS CALAISIS
0622551L;Ecole primaire;Ecole;Public;28 rue de la Mairie;;62500 ZUDAUSQUES;62500;62905;Zudausques;062;09;32;1;1;;;;0321115263;;;ce.0622551L@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620905600029;;50.74908790839237, 2.1478501560979684;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;639749.1;7072820.4;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Omer 1;50.74908790839237;2.1478501560979684;Numéro de rue;1970-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0622574L;;;0620251L;;;09113;AUDOMAROIS CALAISIS
0622556S;Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) de METZ-EN-COUTURE;Ecole;Public;Place de la Mairie;;62124 METZ EN COUTURE;62124;62572;Metz-en-Couture;062;09;32;1;1;;;;0321592885;;;ce.0622556S@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620572400026;;50.068285623333935, 3.0617695547763586;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;704426.8;6996659.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 2;50.068285623333935;3.0617695547763586;Numéro de rue;1970-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0620031X;;;0620232R;;;09110;ARTOIS TERNOIS
0622588B;Ecole primaire privée Saint Bertin;Ecole;Privé;57 rue Saint-Bertin;;62500 ST OMER;62500;62765;Saint-Omer;062;09;32;1;1;;;;0321383098;;;ce.0622588b@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;78407778600027;;50.74878346865982, 2.260949880451905;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;647745.2;7072705.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Omer 2;50.74878346865982;2.260949880451905;Numéro de rue;1971-02-17;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622142S;;;0620252M;;;09113;AUDOMAROIS CALAISIS
0622616G;Ecole primaire privée Sainte-Famille;Ecole;Privé;33 rue Jean Jaurès;;62575 BLENDECQUES;62575;62139;Blendecques;062;09;32;1;1;;;;0321383058;;;ce.0622616g@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31457228000019;;50.71606285882954, 2.279259959597098;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;649006.5;7069047.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Omer 1;50.71606285882954;2.279259959597098;Numéro de rue;1971-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622142S;;;0620251L;;;09113;AUDOMAROIS CALAISIS
0622626T;Ecole primaire privée Saint Joseph;Ecole;Privé;2 route de Moulle;;62910 EPERLECQUES;62910;62297;Eperlecques;062;09;32;1;1;;;;0321934274;;;ce.0622626t@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;78399232400013;;50.80462474829314, 2.1522198389763636;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;640124.5;7079006.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Omer 2;50.80462474829314;2.1522198389763636;Numéro de rue;1971-02-17;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622142S;;;0620252M;;;09105;DUNKERQUE FLANDRE
0622650U;Ecole primaire privée Sainte Marie;Ecole;Privé;3 rue de la Croix;;62161 DUISANS;62161;62279;Duisans;062;09;32;1;1;;;;0321587981;;;ce.0622650u@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31534885400011;;50.3079072671906, 2.6832096820665914;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;677403.9;7023387.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 4;50.3079072671906;2.6832096820665914;Numéro de rue;1971-02-12;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622104A;;;0622932A;;;09110;ARTOIS TERNOIS
0622664J;Ecole primaire privée Saint Paul - Saint Joseph;Ecole;Privé;Place du 8 Mai 1945;;62136 LESTREM;62136;62502;Lestrem;062;09;32;1;1;;;;0321021951;;;ce.0622664j@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31525541400023;;50.62101589824344, 2.684680499295832;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;677648.1;7058267.8;EPSG:2154;Circonscription d'inspection du 1er degré de Béthune 4;50.62101589824344;2.684680499295832;Rue;1971-02-16;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622115M;;;0624393N;;;09105;DUNKERQUE FLANDRE
0622675W;Ecole primaire privée Sacré-Coeur - Notre Dame;Ecole;Privé;5 rue Emile Zola;;62950 NOYELLES GODAULT;62950;62624;Noyelles-Godault;062;09;32;1;1;;;;0321201964;;;ce.0622675w@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31526996900012;;50.419912653095146, 2.9937403792998443;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;699554.5;7035818.0;EPSG:2154;Circonscription d'inspection du 1er degré de Noyelles Godault;50.419912653095146;2.9937403792998443;Numéro de rue;1971-02-16;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622115M;;;0620234T;;;09111;LENS HENIN LIEVIN
0622693R;Ecole primaire privée Sainte Thérèse;Ecole;Privé;21 rue Jules Ferry;;62580 VIMY;62580;62861;Vimy;062;09;32;1;1;;;;0321585630;;;ce.0622693r@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31525545500018;;50.37420893733142, 2.811440615406594;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;686568.0;7030743.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 1;50.37420893733142;2.811440615406594;Numéro de rue;1971-02-15;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622115M;;;0620231P;;;09110;ARTOIS TERNOIS
0622708G;Ecole primaire privée Notre-Dame;Ecole;Privé;30 rue Baudimont;BP 560;62000 ARRAS;62000;62041;Arras;062;09;32;1;1;;;;0321711055;;;ce.0622708g@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31525033200014;;50.293832896668185, 2.7667102785557245;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;683355.2;7021799.1;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 1;50.293832896668185;2.7667102785557245;Numéro de rue;1971-02-12;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622104A;;;0620231P;;;09110;ARTOIS TERNOIS
0622715P;Ecole primaire privée Sainte Bernadette;Ecole;Privé;7 avenue de l'Hippodrome;;62000 ARRAS;62000;62041;Arras;062;09;32;1;1;;;;0321516955;;;ce.0622715p@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31525013400014;;50.29215818044562, 2.7527895447063844;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;682361.4;7021615.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 1;50.29215818044562;2.7527895447063844;Numéro de rue;1971-02-15;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622104A;;;0620231P;;;09110;ARTOIS TERNOIS
0622719U;Ecole primaire privée Notre-Dame;Ecole;Privé;10 RUE LECOINTE;;62450 BAPAUME;62450;62080;Bapaume;062;09;32;1;1;;;;0321071214;;;ce.0622719u@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;31525583600027;;50.10530704818802, 2.8495003786602906;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;689222.1;7000790.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Arras 2;50.10530704818802;2.8495003786602906;Numéro de rue;1971-02-12;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622104A;;;0620232R;;;09110;ARTOIS TERNOIS
0622728D;Ecole primaire privée Sainte Thérèse;Ecole;Privé;97 rue Nationale;;62200 BOULOGNE SUR MER;62200;62160;Boulogne-sur-Mer;062;09;32;1;1;;;;0321321875;;;ce.0622728d@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;78395341700012;;50.72250660793035, 1.609650070632191;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;601646.9;7070398.8;EPSG:2154;Circonscription d'inspection du 1er degré de Boulogne sur Mer 1;50.72250660793035;1.609650070632191;Numéro de rue;1971-02-15;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622135J;;;0620240Z;;;09114;BOULOGNE MONTREUIL
0622730F;Ecole primaire privée Saint Patrick;Ecole;Privé;842 allée Louis David;BP 9;62200 BOULOGNE SUR MER;62200;62160;Boulogne-sur-Mer;062;09;32;1;1;;;;0321805378;;;ce.0622730f@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;31804463300010;;50.73685612042618, 1.610970115017108;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;601768.4;7071996.1;EPSG:2154;Circonscription d'inspection du 1er degré de Boulogne sur Mer 1;50.73685612042618;1.610970115017108;Rue;1971-02-15;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622135J;;;0620240Z;;;09114;BOULOGNE MONTREUIL
0622741T;Ecole primaire privée Saint Vincent- Saint Charles;Ecole;Privé;76 avenue Antoine de Saint Exupéry;;62100 CALAIS;62100;62193;Calais;062;09;32;1;1;;;;0321967965;;;ce.0622741t@ac-lille.fr;1;0;1;;;;;;;;;;;;;;;78397379500017;;50.94628948098027, 1.8951368409889617;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;622189.7;7095020.9;EPSG:2154;Circonscription d'inspection du 1er degré de Calais 2;50.94628948098027;1.8951368409889617;Numéro de rue;1971-02-15;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622123W;;;0620243C;;;09113;AUDOMAROIS CALAISIS
0622745X;Ecole primaire privée Notre-Dame du Rosaire;Ecole;Privé;30 rue de Verdun;;62360 CONDETTE;62360;62235;Condette;062;09;32;1;1;;;;0321837248;;;ce.0622745x@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;78398095600016;;50.65360794702827, 1.6266003337964827;CONTRAT D'ASSOCIATION TOUTES CLASSES;Pas-de-Calais;Lille;Hauts-de-France;602712.3;7062701.0;EPSG:2154;Circonscription d'inspection du 1er degré de Boulogne sur Mer 2;50.65360794702827;1.6266003337964827;Numéro de rue;1971-02-15;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0622135J;;;0620241A;;;09114;BOULOGNE MONTREUIL
0622769Y;Ecole maternelle La Colonne;Ecole;Public;7 avenue Victor Hugo;;62126 WIMILLE;62126;62894;Wimille;062;09;32;1;0;;;;0321316485;;;ce.0622769Y@ac-lille.fr;1;0;0;;;;;;;;;;;;;;;21620894200039;;50.741379170914584, 1.6255195594146814;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;602806.0;7072482.1;EPSG:2154;Circonscription d'inspection du 1er degré de Marquise;50.741379170914584;1.6255195594146814;Numéro de rue;1971-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0622434J;;;0624248F;;;09114;BOULOGNE MONTREUIL
0622783N;Ecole maternelle Suzanne Lanoy;Ecole;Public;6 rue Baudin;;62210 AVION;62210;62065;Avion;062;09;32;1;0;;;;0321674715;;;ce.0622783N@ac-lille.fr;1;0;0;;;;;;;;;;;;;REP+;;21620065900045;;50.39689310208621, 2.8399601068697997;SANS OBJET;Pas-de-Calais;Lille;Hauts-de-France;688604.7;7033265.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Avion;50.39689310208621;2.8399601068697997;Numéro de rue;1971-09-01;2026-08-20;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0622420U;;;0622394R;;;09111;LENS HENIN LIEVIN
